   0.10000E+00 0.00000E+00 0.00000E+00
   0.20000E+00 0.00000E+00 0.00000E+00
   0.30000E+00 0.00000E+00 0.00000E+00
   0.40000E+00 0.00000E+00 0.00000E+00
   0.50000E+00 0.00000E+00 0.00000E+00
   0.60000E+00 0.00000E+00 0.00000E+00
   0.70000E+00 0.00000E+00 0.00000E+00
   0.80000E+00 0.00000E+00 0.00000E+00
   0.90000E+00 0.00000E+00 0.00000E+00
   0.10000E+01 0.00000E+00 0.00000E+00
   0.11000E+01 0.00000E+00 0.00000E+00
   0.12000E+01 0.00000E+00 0.00000E+00
   0.13000E+01 0.00000E+00 0.00000E+00
   0.14000E+01 0.00000E+00 0.00000E+00
   0.15000E+01 0.00000E+00 0.00000E+00
   0.16000E+01 0.00000E+00 0.00000E+00
   0.17000E+01 0.00000E+00 0.00000E+00
   0.18000E+01 0.00000E+00 0.00000E+00
   0.19000E+01 0.00000E+00 0.00000E+00
   0.20000E+01 0.00000E+00 0.00000E+00
   0.21000E+01 0.00000E+00 0.00000E+00
   0.22000E+01 0.00000E+00 0.00000E+00
   0.23000E+01 0.00000E+00 0.00000E+00
   0.24000E+01 0.00000E+00 0.00000E+00
   0.25000E+01 0.00000E+00 0.00000E+00
   0.26000E+01 0.75166E-03 0.12012E-03
   0.27000E+01 0.12629E-01 0.22934E-02
   0.28000E+01 0.54457E-01 0.12359E-01
   0.29000E+01 0.12618E+00 0.37346E-01
   0.30000E+01 0.22602E+00 0.85192E-01
   0.31000E+01 0.35414E+00 0.16515E+00
   0.32000E+01 0.48991E+00 0.28291E+00
   0.33000E+01 0.62034E+00 0.44132E+00
   0.34000E+01 0.73445E+00 0.64024E+00
   0.35000E+01 0.81675E+00 0.87446E+00
   0.36000E+01 0.86768E+00 0.11375E+01
   0.37000E+01 0.88462E+00 0.14206E+01
   0.38000E+01 0.88668E+00 0.17196E+01
   0.39000E+01 0.86962E+00 0.20284E+01
   0.40000E+01 0.84717E+00 0.23446E+01
   0.41000E+01 0.83106E+00 0.26703E+01
   0.42000E+01 0.81874E+00 0.30068E+01
   0.43000E+01 0.80960E+00 0.33554E+01
   0.44000E+01 0.81123E+00 0.37209E+01
   0.45000E+01 0.81677E+00 0.41057E+01
   0.46000E+01 0.82570E+00 0.45119E+01
   0.47000E+01 0.83636E+00 0.49413E+01
   0.48000E+01 0.83827E+00 0.53900E+01
   0.49000E+01 0.84498E+00 0.58611E+01
   0.50000E+01 0.84252E+00 0.63500E+01
   0.51000E+01 0.83820E+00 0.68558E+01
   0.52000E+01 0.83145E+00 0.73773E+01
   0.53000E+01 0.82401E+00 0.79139E+01
   0.54000E+01 0.82903E+00 0.84742E+01
   0.55000E+01 0.83531E+00 0.90597E+01
   0.56000E+01 0.84952E+00 0.96768E+01
   0.57000E+01 0.86591E+00 0.10328E+02
   0.58000E+01 0.88602E+00 0.11018E+02
   0.59000E+01 0.90064E+00 0.11744E+02
   0.60000E+01 0.91498E+00 0.12506E+02
   0.61000E+01 0.92422E+00 0.13301E+02
   0.62000E+01 0.93247E+00 0.14130E+02
   0.63000E+01 0.93739E+00 0.14990E+02
   0.64000E+01 0.94313E+00 0.15883E+02
   0.65000E+01 0.94904E+00 0.16809E+02
   0.66000E+01 0.95047E+00 0.17766E+02
   0.67000E+01 0.95662E+00 0.18757E+02
   0.68000E+01 0.96206E+00 0.19785E+02
   0.69000E+01 0.97117E+00 0.20852E+02
   0.70000E+01 0.97868E+00 0.21959E+02
   0.71000E+01 0.98385E+00 0.23103E+02
   0.72000E+01 0.98730E+00 0.24284E+02
   0.73000E+01 0.99412E+00 0.25506E+02
   0.74000E+01 0.99508E+00 0.26763E+02
   0.75000E+01 0.99642E+00 0.28055E+02
   0.76000E+01 0.99922E+00 0.29386E+02
   0.77000E+01 0.99902E+00 0.30751E+02
   0.78000E+01 0.99940E+00 0.32152E+02
   0.79000E+01 0.10038E+01 0.33596E+02
   0.80000E+01 0.99744E+00 0.35067E+02
   0.81000E+01 0.10022E+01 0.36581E+02
   0.82000E+01 0.99954E+00 0.38129E+02
   0.83000E+01 0.99902E+00 0.39714E+02
   0.84000E+01 0.99509E+00 0.41331E+02
   0.85000E+01 0.99370E+00 0.42984E+02
   0.86000E+01 0.99372E+00 0.44676E+02
   0.87000E+01 0.99173E+00 0.46403E+02
   0.88000E+01 0.99032E+00 0.48168E+02
   0.89000E+01 0.98974E+00 0.49972E+02
   0.90000E+01 0.99034E+00 0.51818E+02
   0.91000E+01 0.98897E+00 0.53702E+02
   0.92000E+01 0.98944E+00 0.55628E+02
   0.93000E+01 0.98974E+00 0.57597E+02
   0.94000E+01 0.99036E+00 0.59609E+02
   0.95000E+01 0.99287E+00 0.61670E+02
   0.96000E+01 0.99243E+00 0.63772E+02
   0.97000E+01 0.99432E+00 0.65923E+02
   0.98000E+01 0.99350E+00 0.68116E+02
   0.99000E+01 0.99487E+00 0.70358E+02
   0.10000E+02 0.99625E+00 0.72647E+02
   0.10100E+02 0.99820E+00 0.74987E+02
   0.10200E+02 0.99869E+00 0.77374E+02
   0.10300E+02 0.99994E+00 0.79812E+02
   0.10400E+02 0.10007E+01 0.82298E+02
   0.10500E+02 0.10026E+01 0.84837E+02
   0.10600E+02 0.10031E+01 0.87426E+02
   0.10700E+02 0.10043E+01 0.90067E+02
   0.10800E+02 0.10047E+01 0.92758E+02
   0.10900E+02 0.10069E+01 0.95505E+02
   0.11000E+02 0.10042E+01 0.98295E+02
   0.11100E+02 0.10071E+01 0.10114E+03
   0.11200E+02 0.10059E+01 0.10404E+03
   0.11300E+02 0.10055E+01 0.10699E+03
   0.11400E+02 0.10064E+01 0.10999E+03
   0.11500E+02 0.10061E+01 0.11304E+03
   0.11600E+02 0.10065E+01 0.11615E+03
   0.11700E+02 0.10085E+01 0.11932E+03
   0.11800E+02 0.10082E+01 0.12254E+03
   0.11900E+02 0.10070E+01 0.12581E+03
   0.12000E+02 0.10074E+01 0.12914E+03
   0.12100E+02 0.10073E+01 0.13253E+03
   0.12200E+02 0.10064E+01 0.13596E+03
   0.12300E+02 0.10049E+01 0.13945E+03
   0.12400E+02 0.10076E+01 0.14300E+03
   0.12500E+02 0.10065E+01 0.14661E+03
   0.12600E+02 0.10066E+01 0.15028E+03
